tweet	polarity
prova com sardinha no eu fazia era uma pizza de sardinha kkk	0
germana e licurgo	0
parece que seu plano não deu certo né querida	0
tinha que ser olha elaaa	0
será que os filhos da fátima não manda nude ou recebe um ? ? ? ?	0
consolidados - GLOBO ( 09 / 05 ): #BDSP NUMBER #BomDiaBrasil NUMBER #MaisVocê NUMBER #BemEstar NUMBER NUMBER #SP1 NUMBER #GloboEsporte NUMBER	0
gordinho é sempre o mais animado ne	0
#edecasa ooooh menino vai ralar os dedosss kkk	0
consolidados - SBT ( 18 / 05 ): USERNAME NUMBER #SBTNotícias - madrugada I NUMBER #SBTNotícias - madrugada II NUMBER	0
hj é meu aniversário ! mandem parabéns ao vivo haha USERNAME e USERNAME 😘 😘 😘 😘 #VídeoShowAoVivo	0
já que não assisti o EP dessa semana como todo mundo no dia certo vou começar assistir agora	0
FGTS é obrigação que a empresa recolhe O que se desconta é o INSS #MaisVoce	0
olá USERNAME USERNAME gostaria da participação do fiuk no . obrigada	0
vanessa da mata canta nãose amostra #AltasHoras	0
escutando raridade e impossivel ñ lembrar da filha do USERNAME #QuintaDetremuraSDV #PorIstoUmaForçaMeLevaaCozinhar	0
olá USERNAME gostaria da participação do fiuk no . obrigada	0
A filha de carolina kasting é a cara da mãe 😱	0
não ia ter uma prova de confeitaria eu vi a daniela mercuri provando na chamada #MasterChefBR	0
#EquipeVermelha vai beijar a lona mais uma vez	0
era p eu ta estudando pro SAT hoje mas tava revendo a final do NUMBER temporada	0
A eliminada do da próxima terça ( 23 ) será a nayane #Spoiler	0
se a segunda tá ruim pra mim imagina pro joaquim lopes que tem q chamar a ex ao vivo em rede nacional #VideoShowAoVivo	0
nenhum pais pediu para ser endividado	0
SBT SP ( 07 / 05 ) #MundoDisney NUMBER NUMBER #Eliana NUMBER #RodaARoda NUMBER #SilvioSantos NUMBER #ConexãoReporter NUMBER	0
olá USERNAME gostaria da participação do fiuk no . obrigada	0
no de hoje o maluma fala sobre anitta selena gomez lucas lucco justin bieber e muito mais não percam 💥	0
essa treta da USERNAME e USERNAME poderia ir ao ar no afinal porque não a convida será que ela iria	0
esse fernando vai dançar	0
indo dormir pensando no sorvete de cachaça de jambú que o fernando fez esse sorvete tem que entrar no menu da cairu !	0
já já logo após o #JornalRational no #ProgramaDoRatinho ☺ 😂 tem #APraçaÉNossa em seguida tem carlos alberto no no USERNAME	0
USERNAME dançando e imitando é muito engraçado 😂 senhor #Maluma	0
O triste é fazer um super risoto estilo e não ter ninguém pra lavar a louça depois pra vc hahahahahha	0
todo PM sai de casa querendo salvar uma vida [ ] ajudar alguém moço cabo theodoro vc tá numa utopia #Encontro #EncontroComFatima	0
tô pensando se a mirian realmente não tretou ou se a edição que foi muito boazinha	0
falou de violência já sabia q ia aparecer belém	0
O menino é o zaque do love store #VideoShowAoVivo	0
boca rosa tem a cara da mãe dela #EDeCasa	0
se essa menina não imita a claudia raia ela é muito parecida	0
consolidados - SBT ( 12 / 05 ): NUMBER #SBTNotícias I NUMBER #SBTNotícias II NUMBER	0
hoje eh dia do	0
USERNAME você pode explicar como aquele menino de ' terra nostra ' sobreviveu NUMBER anos	0
A carreira da sophia na globo se resume ao vídeo show porra kkk	0
mirian fora hoje #MasterChefBR	0
maraisa nem vou e o programa já acabou 🤔 USERNAME #MaiaraeMaraisaNoBial	0
se tiver uma repescagem no eu realmente não sei quem se eu vou torcer pro USERNAME USERNAME USERNAME USERNAME 🤔	0
levando um date pra casa LMAO #masterchefbr	0
A cara de medo do chef thiago kkk	0
parto humanizado tem mulheres que têm coragem né	0
VR vai ser uma maldição para filmes e jogos de terror	0
fico me perguntando será que os filhos da bela gil comem de sobremesa pudim de chia com calda de mirtilo kkkk	0
saudade do nerso se pega eu mato ele 😂 😂 😂 😂	0
tô ate vendo ana maria tacar fogo no estúdio com esse ferro kkk	0
nicolas prattes foi o franchesco A mesma carinha #VideoShowAoVivo	0
USERNAME animada com mais um destaque positivo da ana #AnaLuísa #chapecoense #vamoAnavamoChape	0
nada para faser emtao to vedo	0
quem vai ganhar #DomingoLegal	0
catra é pica pepeca chora kkk	0
AIN MEU DEUS SERÁ QUE É AGORA ?	0
olha ele que vai estar no segunda-feira USERNAME	0
na sua opinião até quando a mulher pode usar shortinho e minisaia #Encontro	0
ana paula chegando de fininho para comer o prato da paola	0
ALGUEM AVISA A BAND QUE EU SOFRO DE ANSIEDADE quero ver a prévia logo USERNAME	0
eu devia gravar um vídeo mostrando a cara de meus amigos qdo contei q estava grávida de novo ( tenho um filho com NUMBER aninho ) kkkk	0
quem aí tá ligado É daqui a pouco #ConversaComBial	0
pra quem quiser atualizar os memes namaria tá vestida de unicórnio rosa falando sobre a crise no	0
tive a sensação que o hoje foi gravado impressão minha ou teve um corte quase no no final ?	0
uns NUMBER meses atrás comecei chorar na rua por ver uma moça gritando desesperadamente seria eu #hipersensivel ? #ConversaComBial	0
quem ai quer muitos seguidores so me reguir USERNAME #VerãoComDetremuraSDV #MafiaSDV #SDV L = 9272 #Encontro #Rubi090 NUMBER	0
amanhã no youtube vou dar mil replay no comentário do valter kkk	0
audiência de NUMBER de maio - SP mister brau NUMBER #PowerCoupleBrasil NUMBER totalmente sem rumo NUMBER defensores da natureza NUMBER NUMBER	0
será que ele vai falar da melzinha #ConversaComBial	0
quando a mae apoia essas atitudes de um filho quer dizer q ela eh machista tanto quanto	0
agora so tem o vitinho representando a comunidade no USERNAME	0
globo SP ( 13 / 05 ) #SaiDeBaixo NUMBER #Caldeirão NUMBER #NovoMundo NUMBER #RockStory NUMBER #AForçaDoQuerer NUMBER #Zorra NUMBER NUMBER	0
sou muito otimista tirando os simulados pq ja vou pra ser tombada msm e nunca fui tombada mas 😂 😂	0
ana entendeu que a tais araújo não comi abobora se não gosta não desce mesmo kkk	0
USERNAME gostaria muito de ver a participação do lucio mauro filho no	0
NUMBER - globo NUMBER SBT NUMBER recordtv NUMBER band NUMBER	0
maluma tá no posso nem ver que	0
O chef de cozinha nervosíssimo	0
hoje é dia de ( como se eu não tivesse NUMBER relatórios pra fazer )	0
mamãe teresa 😭	0
derrubou o ipad ! que propaganda hem haha será que o boninho gostou !	0
ana maria agora fazendo frango a passarinho vai que alguém não come alho tô traumatizada #MaisVocê	0
já já 📺 #NasNovelasDaNoiteSBT #CarinhaDeAnjo124 😍 #Chiquititas173 💙 logo mais #ProgramaDoRatinho #APraçaÉNossa USERNAME	0
É o zac a criança que apareceu	0
namaria é uma jovem e tá se arriscando em todas as áreas pra ver em qual se encaixa #MaisVocê	0
as cadeias hoje serem mais seguras graças ao PCC é a prova que o estado não serve pra muita coisa	0
O crime é mais organizado que a sociedade convencional	0
alô serginho eu tô aqui na minha casa mesmo	0
namaria o FGTS não pode ser descontado do empregado É obrigação do empregador fazer esse pagamento #MaisVocê	0
se se se meu pai fosse mulher eu teria duas mães	0
esses convidados do nao entendeu o q o cara disse negro e preto é a msm coisaa diferença q se chama alguem de pretoofende	0
eai SIM OU NÃO USERNAME USERNAME	0
O unicórnio se alimenta de grama colorida do mundo de arco íris	0
fato sentir de mais e falar de menos	0
A impunidade alimenta a corrupção #Encontro @andrea _ ramal	0
consolidados - GLOBO ( 10 / 05 ): #BDSP NUMBER #BomDiaBrasil NUMBER #MaisVocê NUMBER #BemEstar NUMBER NUMBER #SP1 NUMBER #GloboEsporte NUMBER	0
eita ana maria jogou uma indireta sobre ninguém gostar de algo ali #MaisVoce	0
gripou e nao dá pra sair pra que sair se tem #ehotchan hoje no ?	0
A idade não interfere nada mas sim muitas pessoas que tem preconceito	0
essa calça colada do maluna 🌚	0
acho que ficar falando eu te amo a qualquer momento é como usar uma roupa de gala para coisas triviais tira o significado #Encontro	0
charlie hunnam é muito parecido com o heath ledger ( ou o melhor coringa de todos )	0
será que a mirian sai hoje #MasterChefBR	0
já quero #DiegoDarksonMc no	0
pq me dá fome ein	0
profissão - engenheiro tarefas - estruturar e construir pratos no	0
O QUE É NUBEM KKK VC JA PASSOU DISSO SOSO VC VAI SER VETERENA NESSE PROGRAMA #VídeoShowAoVivo	0
a chamada do já tinha falado que era a fátima bernardes	0
nível de desespero um pouco bastante mais de sal	0
AQUI NO SUL NÓS FALA CACETINHO EM VEZ DE PÃO DE SAL HAHAHA ❤	0
depois de todas as perguntas eu tenho certeza que sou pessimista hahaha	0
que sorte das pessoas dessa plateia queria essa sorte 💔	0
A miriam gritou com a yukoagora ela foi longe demais	0
hoje é dia de ver o de ontem	0
USERNAME tem razão que a vaidade regrada passa positividade	0
tais e o drama da abóbora kkk #MaisVocê	0
de hj assunto polêmico hehehe #quandoelaémaisvelha	0
O TOMPERRO do vitor B nem foi comentado	0
revoltado que ninguém usou bacuri #MasterChefBR	0
então a gente esta aqui vendo o replay da treta dessa segunda kkkk O #NaoSouObrigada não gosto de abóbora da taís no no #Viva	0
USERNAME fátima diga ao excelentíssimo desembargador que as casas pernambucanas não fechou essa declaração é equivocada	0
não é questão de envelhecimento e vestimenta e sim machismo #Encontro	0
sou o tipo de pessoa que abraça as árvores mesmo #ConversaComBial	0
segura a calça leo	0
certamente que tem coisas mais importante que o dinheiro	0
milk shake e vaca preta que manhã #MaisVocê	0
ai caralho	0
ELES VÃO PASSAR O VÍDEO	0
chocante isso #Encontro	0
no pará não se fala dindin e sim chopp #VideoShowAoVivo	0
vivi pra ver namaria braga patolar um boy ao vivo na tv #MaisVocê	0
vanessa da mata canta boa sorte por favorrr	0
USERNAME A regra é clara frango desfiada é na pressão #MasterChefBR	0
sardinhada 😂 😂 😂 😂 😂 😂 😂	0
eu jurava que era a glória pires mas vendo a totia faz todo sentido	0
lembrei do dia que citaram meu nome no programa da eliana por causa desse menino das orquídeas	0
NÃO VI O FINAL DO EPISÓDIO DE ONTEM DE	0
CORRAMMM MALUMA no	0
USERNAME pior eu que fico vendo o	0
PT sempre disse que era a favor da democracia na época do governo deles maioria queria o porte de arma e isso não foi concedido #TheNoite	0
USERNAME me surpreendendo em cada programa #MasterChefBR	0
olá USERNAME USERNAME gostaria da participação do fiuk no . obrigada	0
só hoje pude assistirmas enfim descobri de quem era o bendito dedo q aparecia todo programa 😂 quase mata nos do ❤ ️@mchefvitorb	0
USERNAME pede para ele no twitter 😉 👍 fala que vc quer dar uma entrevista no .	0
olá USERNAME sou fã do SAM ALVES e gostaria muito de revê-lo no . obrigada !	0
mulher com uma arma na cintura não deveria ser empoderamento - USERNAME	0
A moça tem NUMBER filhos imagina o quanto não erra na hora de chamar um hahaha	0
preciso aguentar firme pra ficar acordada até o final do episódio aaa	0
alguém manda o leo subir as calças	0
hoje o prestou uma homenagem para a atriz isabel ribeiro no memória nacional	0
quem está torcendo para a mirian ou o léo serem eliminados hoje #MasterChefBR	0
alguém notou que a anita estava dublando	0
se tiver repescagem creio que seja melhor que a miriam saia depois assim não terá chance de voltar	0
queria saber se tem alguma tábua de cortar alimentos ideal pra cada um #ÉDeCasa	0
USERNAME aqui em belém o sacolé ( ou dindin ) é chamado de chopp #VideoShowAoVivo #BelémDoPará	0
essa gatinha na bike è a vizinha chefa das droga vizinha do rubinho na #forcadoquerer	0
eu fico olhando para o USERNAME e esperando o anúncio do próximo paredão #ConversaComBial	0
sopa de piroca MEU DEUS KKK	0
quando a USERNAME fala NUMBER min de mercado e eles sai correndo penso só nos arrastão q estava tendo um época 😂	0
não sei pq mas já estou achando que esse time azul vai ganhar 🤔 alguém mais #MasterChefBR	0
daqui a pouco tem	0
olá USERNAME gostaria da participação do fiuk em algum quadro no USERNAME . obrigada	0
USERNAME pra quem acha que sardinha é coisa de pobre quero só ver os pratos que serão elaborados #MasterChefBR	0
falando nisso hoje tem já estou com fome melhor mudar de assunto .	0
vai começar hsuahsu	0
alguém sabe se tem algum convidado especial na prévia	0
sobre o tema do : comida tem que ser boa mesmo que não faça bem A vida é curta demais para dieta	0
USERNAME não é armando as mulheres que resolveremos a questão do estupro é educando os homens #TheNoite	0
gaste seu tempo contemplando o belo #AugustoCury	0
A taís araújo não come abóbora e eu não como peixe muito menos sardinha	0
NUMBER minutos correria	0
qual governo será ? ?	0
cumprimentar você repetindo cumprimentar cumprimentar cumprimentar cumprimentar cumprimentar	0
benê chegou	0
É o lucas prates	0
O CLIPEEE	0
ele errou no tamanho da aliança 😉	0
olá USERNAME USERNAME gostaria da participação do fiuk no . obrigada	0
quando tem link da marcela e hoje é a paolla oliveira e o joaquim lopes está apresentando #VideoShowAoVivo	0
acompanhe nossa cobertura do programa conversa com bial hoje o convidado é USERNAME não percam É às 20h30 #notom	0
cheguei do show e esqueci total do vou ver completo na sexta	0
posso até falar eu te amo pra algumas pessoas mas pra minha mãe trava	0
essa clara deve ter ascendente em gêmeos não é possível KKK	0
será USERNAME ?	0
saulo parece marcelo novaes #edecasa	0
assistindo a apresentação dos pratos no e a opinião dos chefes estou me vendo na apresentação do meu TCC	0
paolla vai acabar adotando esse cachorro iron	0
leonardo pergunta a mirian mas ela não é a capitã	0
destaques da primeira prova USERNAME USERNAME USERNAME & USERNAME melhor prato USERNAME 😵	0
O que é o depoimento dessa mulher no com #FátimaBernardes parece que ela ta recitando a lista da feira 🤔	0
pessoal de muriaé no uma família enorme dessas e eu nunca vi eles por aqui 😂 😂 😂	0
vamos tentar contar quantas pessoas choraram nesse episódio #MasterchefBR	0
dúvida chamar alguém de meu preto ou meu negoé racismo	0
vou assistir e dormir fui 💜	0
um dente	0
não vai ter abóbora no ?	0
já que ngm fala comigo depois do vou visitar ilana	0
olha a USERNAME no	0
meu prato principal seria ovo mexido com copo d'água	0
vou grava beijos queridos ate mais	0
fernando pelo amor de deus tu serias inovador eu particularmente ainda não vi aqui em belém o sorvete da cachaça de jambu #MasterChefBR	0
assintindo o USERNAME rt	0
eu achei que o murilo fosse levantar e fazer algo e o programa acabou kkk	0
fabrizzio está mal humorado nesta prova de eliminação ou é impressão minha !	0
consolidados - SBT ( 16 / 05 ): USERNAME NUMBER #SBTNotícias - madrugada I NUMBER #SBTNotícias - madrugada II NUMBER	0
toda mulher é de alguma forma aprisionada pela sociedade dissertem #ConversaComBial	0
terezinha nunca disse eu te amo TEREZINHA É CAPRICORNIANA #Encontro	0
cade o ota	0
namaria quer dados e pesquisas sobre o que um unicórnio come berro	0
vai começar	0
semana passada a yuko tava no pênis do boi hoje ela tá nas bolas de carne #MasterChefBR	0
olá USERNAME gostaria da participação do fiuk em algum quadro no USERNAME . obrigada	0
evidências é a música que já foi mais executada no USERNAME com certeza #Encontro	0
olha o me fazendo chorar	0
mexeu no peso do homem scr	0
coisas que acontecem quem nunca foi almoçar na casa do amigo e tinha uma comida que você odeia	0
NUMBER - globo NUMBER recordtv NUMBER band NUMBER SBT NUMBER	0
O que foi aquele de ontem minha gente USERNAME cozinhando corte do USERNAME desmaio da USERNAME +	0
